GEOID;Population;Year
0801910121;1581;2021
0801910122;1487;2021
0801910123;1341;2021
0801910124;1101;2021
0801910125;1088;2021
0801910126;1001;2021
0801910127;1013;2021
0801910128;1581;2021
0801910129;1150;2021
0801910130;1190;2021
0801910131;1111;2021
0801910132;1248;2021
0801910133;1700;2021
0801910134;1550;2021
0801910135;1222;2021
0801910136;1350;2021
0801910137;1570;2021
0801910138;1594;2021
0801910139;1694;2021
0801910140;1651;2021
0801910141;1113;2021
0801910142;1604;2021
0801910143;1713;2021
0801910234;1826;2021
0801910235;1321;2021
0801910236;1612;2021
0801910237;923;2021
0802001001;2483;2021
0802001002;2104;2021
0802001003;2769;2021
0802101001;73;2021
0802201001;1609;2021
0802201002;1385;2021
0802201003;864;2021
0802201004;2069;2021
0802201005;1882;2021
0802201006;905;2021
0802202001;1088;2021
0802202002;969;2021
0802202003;1531;2021
0802202004;1885;2021
0802202005;1180;2021
0802203001;561;2021
0802204001;754;2021
0802301001;1926;2021
0802301002;2127;2021
0802301003;2373;2021
0802301004;2166;2021
0802301005;950;2021
0802401001;455;2021
0802501001;2177;2021
0802601001;275;2021
0802701001;1005;2021
0802801001;1521;2021
0802901001;2522;2021
0802901002;2265;2021
0803001001;2313;2021
0803001002;2899;2021
0803001003;2355;2021
0803101001;810;2021
0803101002;2787;2021
0803201001;3097;2021
0803301001;1639;2021
0803301002;2613;2021
0803301003;923;2021
0803302001;2275;2021
0803303001;1876;2021
0803303002;1037;2021
0803303003;2404;2021
0803303004;1833;2021
0803303005;2283;2021
0803303006;914;2021
0803401001;1063;2021
0803501001;1880;2021
0803501002;1234;2021
0803501003;2876;2021
0803502001;1074;2021
0803502002;2438;2021
0803503001;2642;2021
0803503002;2621;2021
0803503003;2035;2021
0803503004;2436;2021
0803601001;194;2021
0803701001;2504;2021
0803801001;2098;2021
0803901001;540;2021
0804001001;1662;2021
0804001002;2010;2021
0804001003;1331;2021
0804001004;1815;2021
0804001005;1309;2021
0804001006;1397;2021
0804001007;1140;2021
0804001008;1253;2021
0804001009;1376;2021
0804001010;1517;2021
0804101001;2305;2021
0804101002;2372;2021
0804101003;2529;2021
0804101004;2142;2021
0804101005;1893;2021
0804101006;1817;2021
0804101007;1796;2021
0804101008;2018;2021
0804201001;1659;2021
0804201002;1560;2021
0804301001;2700;2021
0804301002;2186;2021
0804401001;2382;2021
0804402001;1266;2021
0804402002;1666;2021
0804501001;84;2021
0804601001;1552;2021
0804601002;1964;2021
0804601003;1694;2021
0804602001;2470;2021
0804602002;2059;2021
0804602003;1793;2021
0804602004;1818;2021
0804602005;1421;2021
0804603001;1760;2021
0804603002;2078;2021
0804701001;1057;2021
0804701002;1504;2021
0804701003;939;2021
0804702001;1093;2021
0804801001;768;2021
0804901001;1636;2021
0805001001;171;2021
0805101001;1216;2021
0805101002;1448;2021
0805101003;1868;2021
0805101004;2058;2021
0805101005;1725;2021
0805101006;1789;2021
0805101007;2473;2021
0805101008;2147;2021
0805101009;2407;2021
0805101010;1415;2021
0805101011;1229;2021
0805101012;1088;2021
0805101013;2110;2021
0805101014;1686;2021
0805201001;167;2021
0805301001;1898;2021
0805301002;1955;2021
0805401001;2570;2021
0805401002;1123;2021
0805401003;2117;2021
0805401004;2342;2021
0805401005;2388;2021
0805401006;2070;2021
0805501001;753;2021
0805601001;1991;2021
0805601002;2031;2021
0805601003;1789;2021
0805601004;1692;2021
0805601005;1980;2021
0805601006;2008;2021
0805601007;1808;2021
0805601008;1445;2021
0805601009;1689;2021
0805601010;1413;2021
0805602001;1884;2021
0805602002;1643;2021
0805602003;1933;2021
0805602004;2150;2021
0805602005;1103;2021
0805602006;2121;2021
0805602007;1466;2021
0805603001;1821;2021
0805603002;1270;2021
0805603003;2332;2021
0805603004;1736;2021
0805603005;1949;2021
0805603006;1009;2021
0805604001;2384;2021
0805604002;1776;2021
0805604003;2360;2021
0805604004;2386;2021
0805604005;1521;2021
0805604006;1435;2021
0805604007;1628;2021
0805605001;1805;2021
0805605002;2437;2021
0805605003;1640;2021
0805605004;2310;2021
0805605005;2129;2021
0805605006;1357;2021
0805605007;1795;2021
0805701001;72;2021
0805801001;2452;2021
0805901001;448;2021
0806001001;163;2021
0806101001;2179;2021
0806201001;1420;2021
0806301001;653;2021
0806401001;2632;2021
0806501001;1597;2021
0806601001;1996;2021
0806701001;1702;2021
0806701002;1421;2021
0806701003;1931;2021
0806701004;2541;2021
0806801001;2552;2021
0806801002;2151;2021
0806801003;1138;2021
0806801004;2547;2021
0806801005;845;2021
0806901001;2620;2021
0806901003;2035;2021
0807001001;387;2021
0807101001;322;2021
0807201001;1353;2021
0807201002;2768;2021
0807201003;1768;2021
0807201004;903;2021
0807201005;1139;2021
0807201006;1350;2021
0807201007;1064;2021
0807201008;1178;2021
0807201009;790;2021
0807201010;1465;2021
0807201011;1239;2021
0807301001;2450;2021
0807301002;1691;2021
0807301003;1514;2021
0807301004;2122;2021
0807301005;1236;2021
0807301006;874;2021
0807301007;2042;2021
0807301008;1938;2021
0807301009;1052;2021
0807301010;1297;2021
0807301011;1116;2021
0807301012;1112;2021
0807301013;1339;2021
0807301014;1341;2021
0807302001;2153;2021
0807302002;2761;2021
0807302003;1577;2021
0807303001;1459;2021
0807303002;943;2021
0807303003;931;2021
0807303004;2303;2021
0807303005;1757;2021
0807303006;921;2021
0807303007;1419;2021
0807303008;1468;2021
0807303009;846;2021
0807303010;2030;2021
0807304001;1302;2021
0807304002;706;2021
0807304003;1423;2021
0807304004;1110;2021
0807304005;715;2021
0807304006;1256;2021
0807304007;1194;2021
0807304008;1629;2021
0807304009;937;2021
0807304010;1155;2021
0807304011;1096;2021
0807304012;1481;2021
0807304013;1772;2021
0807304014;1091;2021
0807304015;1059;2021
0807304016;1225;2021
0807304017;1144;2021
0807304018;870;2021
0807304019;956;2021
0807305001;850;2021
0807305002;2056;2021
0807305003;1096;2021
0807305005;941;2021
0807305006;1079;2021
0807305007;1402;2021
0807305008;1237;2021
0807305009;1001;2021
0807305010;1191;2021
0807306001;2723;2021
0807306004;1527;2021
0807306005;1551;2021
0807306007;992;2021
0807306008;1479;2021
0807306009;1933;2021
0807306010;1601;2021
0807306013;856;2021
0807306014;899;2021
0807306015;1073;2021
0807401001;1047;2021
0807401002;1756;2021
0807401003;1845;2021
0807401004;2465;2021
0807401005;2156;2021
0807401006;2092;2021
0807401007;1528;2021
0807401008;1249;2021
0807401009;918;2021
0807401010;995;2021
0807501001;1589;2021
0807501002;2837;2021
0807501003;1259;2021
0807601001;2760;2021
0807601002;2070;2021
0807601003;1844;2021
0807601004;2665;2021
0807601005;922;2021
0807601006;1847;2021
0807602001;2510;2021
0807602002;1857;2021
0807602003;1862;2021
0807602004;1967;2021
0807602005;2054;2021
0807701001;2469;2021
0807701002;1317;2021
0807701003;1568;2021
0807701004;1432;2021
0807701005;1688;2021
0807702001;1410;2021
0807702002;1399;2021
0807702003;1712;2021
0807702004;1438;2021
0807702005;1671;2021
0807702006;1791;2021
0807703001;1542;2021
0807703002;2049;2021
0807704001;981;2021
0807705001;776;2021
0807706001;808;2021
0807707001;1168;2021
0807708001;1986;2021
0807708002;2177;2021
0807709001;1663;2021
0807709002;1837;2021
0807710001;1939;2021
0807710002;1375;2021
0807710003;2197;2021
0807710004;1555;2021
0807710005;1337;2021
0807710006;1712;2021
0807710007;1523;2021
0807710008;2257;2021
0807801001;258;2021
0807901001;408;2021
0808001001;46;2021
0808101001;467;2021
0808201001;1540;2021
0808301001;2269;2021
0808401001;1495;2021
0808501001;1440;2021
0808601001;2344;2021
0808601002;2495;2021
0808601003;2151;2021
0808601004;1522;2021
0808601005;2017;2021
0808601006;1950;2021
0808601007;1853;2021
0808601008;1435;2021
0808601009;1486;2021
0808601010;759;2021
0808602001;2339;2021
0808701001;183;2021
0808801001;2452;2021
0808801002;2142;2021
0808801003;1233;2021
0808801004;1585;2021
0808802001;1048;2021
0808802002;2042;2021
0808802003;2475;2021
0808802004;897;2021
0808802005;1977;2021
0808802006;882;2021
0808901001;1826;2021
0808901002;1717;2021
0808901003;1811;2021
0808901004;1887;2021
0808901005;1395;2021
0808901006;1118;2021
0808901007;2562;2021
0808901008;3067;2021
0808902001;2099;2021
0808902002;1071;2021
0808902003;1022;2021
0808902004;1722;2021
0808902005;1427;2021
0808902006;1626;2021
0808902007;927;2021
0808902008;1564;2021
0808902009;1792;2021
0808902010;985;2021
0808903001;1263;2021
0808903002;1130;2021
0808903003;2133;2021
0808903004;1580;2021
0808903005;1985;2021
0808903006;1118;2021
0808903007;971;2021
0808903008;2984;2021
0808904001;2325;2021
0808904002;1824;2021
0809001001;189;2021
0809101001;2515;2021
0809101002;2585;2021
0809102001;2623;2021
0809201001;1579;2021
0809202001;487;2021
0809202002;1480;2021
0809202003;1370;2021
0809301001;27;2021
0809401001;2207;2021
0809501001;85;2021
0809601001;2299;2021
0809601003;1875;2021
0809601004;2569;2021
0809601005;1781;2021
0809601006;1369;2021
0809601009;2647;2021
0809601010;1815;2021
0809601011;1983;2021
0809602001;2132;2021
0809602002;1383;2021
0809602003;686;2021
0809602004;1845;2021
0809602005;1758;2021
0809602006;2200;2021
0809602007;1489;2021
0809603001;2339;2021
0809603002;2032;2021
0809603003;1549;2021
0809603004;2061;2021
0809603005;1781;2021
0809603006;1348;2021
0809603007;1028;2021
0809603008;1363;2021
0809603009;1121;2021
0809603010;1432;2021
0809604001;2365;2021
0809604002;2269;2021
0809604003;1136;2021
0809604004;1983;2021
0809604006;1128;2021
0809604007;2440;2021
0809604008;1466;2021
0809604009;1788;2021
0809604010;2294;2021
0809604011;1721;2021
0809701001;1585;2021
0809801001;1807;2021
0809801002;1436;2021
0809901001;929;2021
0810001001;869;2021
0810001002;1836;2021
0810101001;1640;2021
0810101002;1463;2021
0810101003;808;2021
0810101004;916;2021
0810101005;1128;2021
0810101006;1591;2021
0810101007;1545;2021
0810101008;1435;2021
0810101009;1108;2021
0810101010;1102;2021
0810101011;777;2021
0810101012;1630;2021
0810101013;1744;2021
0810101014;1451;2021
0810101015;1265;2021
0810101016;1438;2021
0810101017;1804;2021
0810101018;1550;2021
0810101019;1179;2021
0810101020;1647;2021
0810101021;877;2021
0810101022;953;2021
0810101023;1239;2021
0810101024;845;2021
0810101025;1530;2021
0810101026;987;2021
0810101027;752;2021
0810101028;1028;2021
0810101029;1060;2021
0810101030;1040;2021
0810101031;1261;2021
0810101032;2332;2021
0810101033;873;2021
0810101034;1368;2021
0810101035;1464;2021
0810101036;1183;2021
0810101037;1418;2021
0810101038;768;2021
0810101039;865;2021
0810101040;1004;2021
0810101041;1725;2021
0810102001;1614;2021
0810102002;1767;2021
0810102004;1596;2021
0810102005;962;2021
0810102007;1839;2021
0810102008;1631;2021
0810102009;1067;2021
0810102010;849;2021
0810102011;1385;2021
0810102012;1443;2021
0810102013;996;2021
0810102014;2268;2021
0810102016;1341;2021
0810102017;1455;2021
0810102020;1696;2021
0810102021;1992;2021
0810102023;1268;2021
0810102024;1225;2021
0810102026;1835;2021
0810102028;2243;2021
0810102029;1868;2021
0810102031;1336;2021
0810102032;1170;2021
0810102033;991;2021
0810102034;1048;2021
0810102036;1002;2021
0810102037;1390;2021
0810102038;969;2021
0810102039;1163;2021
0810102040;1774;2021
0810102042;1211;2021
0810102043;1594;2021
0810102045;1113;2021
0810102046;1235;2021
0810102047;1322;2021
0810102048;1258;2021
0810102049;1059;2021
0810103001;1380;2021
0810103002;1400;2021
0810103003;1567;2021
0810103004;1901;2021
0810103005;1593;2021
0810103006;1582;2021
0810103007;1261;2021
0810103008;1966;2021
0810103009;1248;2021
0810103010;956;2021
0810103011;1547;2021
0810103012;1792;2021
0810103013;1874;2021
0810103014;2266;2021
0810103015;1753;2021
0810103016;2060;2021
0810103017;1109;2021
0810103018;772;2021
0810103019;1709;2021
0810103020;1697;2021
0810103021;2198;2021
0810103022;1349;2021
0810103023;1779;2021
0810103024;1101;2021
0810103025;1776;2021
0810103026;1576;2021
0810103027;1223;2021
0810103028;1665;2021
0810103029;1578;2021
0810104001;1235;2021
0810104002;888;2021
0810104003;1220;2021
0810104004;1384;2021
0810104005;1822;2021
0810104006;1364;2021
0810104007;1099;2021
0810104009;1933;2021
0810104010;1682;2021
0810104011;984;2021
0810104012;1598;2021
0810104014;1909;2021
0810104016;1447;2021
0810104018;1406;2021
0810104019;2003;2021
0810104020;2108;2021
0810104021;1247;2021
0810104022;1265;2021
0810104023;1120;2021
0810104025;1061;2021
0810104026;1025;2021
0810104027;1693;2021
0810104030;1121;2021
0810104031;1647;2021
0810104032;1312;2021
0810104033;1852;2021
0810104035;1160;2021
0810104036;1590;2021
0810104037;1700;2021
0810104040;1033;2021
0810104041;2043;2021
0810105001;1003;2021
0810105002;1544;2021
0810105003;707;2021
0810105004;1016;2021
0810105005;1149;2021
0810105006;1664;2021
0810105007;849;2021
0810105008;1486;2021
0810105010;1051;2021
0810105011;2295;2021
0810105013;1520;2021
0810105014;1420;2021
0810105017;2067;2021
0810105018;1104;2021
0810105020;851;2021
0810105021;932;2021
0810105023;1421;2021
0810105024;1387;2021
0810105025;944;2021
0810105026;1907;2021
0810105028;1188;2021
0810105029;1310;2021
0810105030;1761;2021
0810105031;1004;2021
0810105032;1365;2021
0810105033;1868;2021
0810105034;1022;2021
0810105035;929;2021
0810105037;1253;2021
0810105038;1298;2021
0810106001;1958;2021
0810106002;1166;2021
0810106005;1593;2021
0810106006;1003;2021
0810106007;988;2021
0810106008;1268;2021
0810106009;808;2021
0810106010;1154;2021
0810106011;1770;2021
0810106012;982;2021
0810106013;1163;2021
0810106014;929;2021
0810106015;790;2021
0810106016;2083;2021
0810106017;920;2021
0810106018;1101;2021
0810106019;1277;2021
0810106021;1341;2021
0810106022;763;2021
0810106023;1355;2021
0810106024;1022;2021
0810106025;1132;2021
0810106026;863;2021
0810106027;869;2021
0810106030;789;2021
0810106031;987;2021
0810106032;871;2021
0810201001;2159;2021
0810202001;1032;2021
0810202002;1364;2021
0810202003;1705;2021
0810203001;1428;2021
0810203002;2082;2021
0810203003;1297;2021
0810203004;1999;2021
0810203005;1123;2021
0810203006;1870;2021
0810203007;2276;2021
0810203008;1429;2021
0810203009;1904;2021
0810203010;1587;2021
0810204001;1089;2021
0810204002;1181;2021
0810204003;1156;2021
0810204004;1239;2021
0810204005;1693;2021
0810205001;1628;2021
0810205002;1733;2021
0810205003;2040;2021
0810205004;1487;2021
0810205005;791;2021
0810205006;1047;2021
0810205007;2536;2021
0810301001;825;2021
0810401001;917;2021
0810501001;1700;2021
0810501002;1616;2021
0810501003;1523;2021
0810501004;1452;2021
0810501005;1583;2021
0810501006;1283;2021
0810501007;1389;2021
0810501008;1084;2021
0810501009;1629;2021
0810601001;1539;2021
0810601002;2093;2021
0810602001;2161;2021
0810602002;1305;2021
0810602003;1585;2021
0810602004;1433;2021
0810701001;1957;2021
0810701002;1402;2021
0810701003;1365;2021
0810701004;1947;2021
0810701005;1674;2021
0810701006;1139;2021
0810701007;1676;2021
0810701008;1579;2021
0810701009;1395;2021
0810701010;1539;2021
0810801001;1921;2021
0810801002;1842;2021
0810801003;1626;2021
0810801004;1191;2021
0810901001;271;2021
0811001001;1596;2021
0811001002;2594;2021
0811001003;2296;2021
0811001004;1995;2021
0811001005;1706;2021
0811001006;2444;2021
0811002001;1791;2021
0811002002;2355;2021
0811002003;2173;2021
0811101001;276;2021
0811201001;2166;2021
0811201002;1106;2021
0811202001;1629;2021
0811202002;1778;2021
0811202003;1322;2021
0811202004;1763;2021
0811203001;1621;2021
0811203002;2210;2021
0811203003;2399;2021
0811203004;1800;2021
0811204001;1013;2021
0811204002;1997;2021
0811301001;1087;2021
0811301002;1122;2021
0811302001;990;2021
0811302002;2051;2021
0811302003;1957;2021
0811302004;2014;2021
0811302005;2305;2021
0811302006;834;2021
0811302007;1413;2021
0811302008;1149;2021
0811302009;2071;2021
0811302010;1825;2021
0811302011;1757;2021
0811302012;1452;2021
0811302013;1581;2021
0811302014;1086;2021
0811303001;1200;2021
0811303002;1069;2021
0811303004;1586;2021
0811303005;2717;2021
0811303006;1175;2021
0811304001;2132;2021
0811304003;1038;2021
0811304004;1981;2021
0811304005;1651;2021
0811304006;1869;2021
0811304007;2204;2021
0811304008;1491;2021
0811304009;1620;2021
0811304011;995;2021
0811304012;1009;2021
0811304013;1597;2021
0811304014;1780;2021
0811304015;2676;2021
0811305001;1180;2021
0811305002;1688;2021
0811305003;1510;2021
0811305004;932;2021
0811305005;2384;2021
0811305006;1906;2021
0811305007;497;2021
0811305008;787;2021
0811305010;1429;2021
0811305011;1839;2021
0811305012;1006;2021
0811305013;951;2021
0811305014;1931;2021
0811305015;1104;2021
0811305017;1608;2021
0811305018;884;2021
0811306001;1026;2021
0811306002;1046;2021
0811401001;1821;2021
0811401002;1340;2021
0811401003;1784;2021
0811402003;3146;2021
0811403002;1752;2021
0811403004;1787;2021
0811403005;2281;2021
0811403006;2396;2021
0811403007;1367;2021
0811403008;2194;2021
0811403010;660;2021
0811404001;2350;2021
0811404002;2011;2021
0811404003;1705;2021
0811404004;2073;2021
0811501001;1853;2021
0811501002;1521;2021
0811501003;1449;2021
0811601001;704;2021
0811701001;2333;2021
0811702001;845;2021
0811801001;1843;2021
0811801002;2150;2021
0811801003;1235;2021
0811801004;1864;2021
0811801005;1993;2021
0811801006;1866;2021
0811801007;1517;2021
0811801008;1350;2021
0811801009;890;2021
0811801010;2110;2021
0811802001;1781;2021
0811802002;1371;2021
0811802003;1644;2021
0811802004;2234;2021
0811901001;5294;2021
0811901002;4329;2021
0812001001;2595;2021
0812001002;2557;2021
0812001003;2530;2021
0812001004;1990;2021
0812101001;1658;2021
0812101002;1776;2021
0812101003;1488;2021
0812101004;1449;2021
0812101005;1719;2021
0812101006;1671;2021
0812101007;1845;2021
0812101009;1244;2021
0812102001;2335;2021
0812102002;1055;2021
0812102003;1403;2021
0812102004;3655;2021
0812102005;2303;2021
0812102007;1978;2021
0812102008;1495;2021
0812102009;1617;2021
0812102010;1637;2021
0812102011;2001;2021
0812102012;1322;2021
0812103001;1790;2021
0812103002;2079;2021
0812103003;1628;2021
0812103004;2363;2021
0812103005;1892;2021
0812103006;1523;2021
0812103007;1409;2021
0812103008;1119;2021
0812103009;2096;2021
0812103010;679;2021
0812103011;1762;2021
0812103012;1872;2021
0812103013;2961;2021
0812103014;1184;2021
0812104001;1193;2021
0812104002;1402;2021
0812104003;1001;2021
0812104004;2946;2021
0812104005;2760;2021
0812104006;1739;2021
0812104007;1303;2021
0812104008;1466;2021
0812104009;2156;2021
0812105001;3070;2021
0812105002;2062;2021
0812105003;1927;2021
0812105004;1251;2021
0812105005;987;2021
0812105006;1616;2021
0812105007;1716;2021
0812105008;1547;2021
0812105009;1246;2021
0812105010;2594;2021
0812105011;2037;2021
0812105012;1463;2021
0812105013;2157;2021
0812105015;1176;2021
0812105016;1473;2021
0812105017;1343;2021
0812105019;967;2021
0812105020;1946;2021
0812105021;836;2021
0812106001;2395;2021
0812106002;880;2021
0812106003;2040;2021
0812106004;1637;2021
0812106005;1858;2021
0812106006;1811;2021
0812106007;1549;2021
0812106008;1756;2021
0812106009;1470;2021
0812106010;2443;2021
0812106011;1433;2021
0812106012;1714;2021
0812106013;848;2021
0812106014;1898;2021
0812201001;2419;2021
0812301001;1256;2021
0812301002;1879;2021
0812301003;1694;2021
0812302001;3020;2021
0812302002;1747;2021
0812302003;1966;2021
0812302004;1890;2021
0812303001;3747;2021
0812303002;3490;2021
0812303003;1950;2021
0812303004;2441;2021
0812304001;1024;2021
0812401001;822;2021
0812401002;1735;2021
0812401003;1932;2021
0812401004;1954;2021
0812401005;1732;2021
0812401006;2197;2021
0812401007;1645;2021
0812402001;2023;2021
0812402002;1677;2021
0812402003;2180;2021
0812402004;1451;2021
0812402005;1379;2021
0812402006;1349;2021
0812402007;2032;2021
0812402008;1604;2021
0812402009;1099;2021
0812403001;2281;2021
0812403002;1806;2021
0812403003;1213;2021
0812403004;1940;2021
0812403005;1977;2021
0812403006;1845;2021
0812403007;2020;2021
0812403008;857;2021
0812403009;1024;2021
0812403010;1367;2021
0812403011;1832;2021
0812403012;1926;2021
0812403013;1614;2021
0812403014;1380;2021
0812403015;1258;2021
0812501001;1190;2021
0812501002;1668;2021
0812501004;1804;2021
0812501005;1503;2021
0812502001;2092;2021
0812502002;2444;2021
0812502003;2225;2021
0812503001;2639;2021
0812503002;1340;2021
0812503003;2254;2021
0812503004;1834;2021
0812503005;2207;2021
0812503006;1646;2021
0812504001;1034;2021
0812504002;1034;2021
0812504003;1369;2021
0812505001;2449;2021
0812505002;1463;2021
0812505003;1488;2021
0812506001;984;2021
0812506002;904;2021
0812506003;1223;2021
0812601001;4067;2021
0812601002;3296;2021
0812601003;2975;2021
0812601004;1922;2021
0812701001;986;2021
0812701002;2192;2021
0812801001;716;2021
0812901001;655;2021
0813001001;136;2021
0813101001;1048;2021
0813201001;472;2021
0813301001;158;2021
0813401001;1127;2021
0813501001;2538;2021
0813501002;1550;2021
0813501003;2374;2021
0813501004;1145;2021
0813501005;1191;2021
0813601001;2327;2021
0813601002;1636;2021
0813601003;2415;2021
0813601004;1988;2021
0813601005;2282;2021
0813601006;1499;2021
0813601007;939;2021
0813602001;1330;2021
0813602002;909;2021
0813602003;1479;2021
0813701001;362;2021
0813801001;2660;2021
0813801002;2539;2021
0813801003;1275;2021
0813901001;231;2021
0814001001;1826;2021
0814001002;2088;2021
0814001003;2154;2021
0814101001;1055;2021
0814101002;718;2021
0814101003;2384;2021
0814101004;1519;2021
0814102001;297;2021
0814201001;176;2021
0814301001;2321;2021
0814301002;1360;2021
0814401001;874;2021
0814501001;2417;2021
0814501002;1430;2021
0814601001;860;2021
0814601002;1063;2021
0814701001;2328;2021
0814701002;2220;2021
0814701003;1307;2021
0814701004;2110;2021
0814701005;2123;2021
0814701006;1858;2021
0814701007;1838;2021
0814701008;2336;2021
0814701009;1838;2021
0814701010;2031;2021
0814701011;2483;2021
0814701012;1660;2021
0814801001;1878;2021
0814801002;2249;2021
0814901001;1190;2021
0815001001;339;2021
0815101001;547;2021
0815201001;154;2021
0815301001;779;2021
0815401001;915;2021
0815501001;2804;2021
0815501002;1539;2021
0815501003;2191;2021
0815501004;1759;2021
0815501005;1353;2021
0815601001;1543;2021
0815601002;2727;2021
0815601003;1925;2021
0815601004;2448;2021
0815601005;1119;2021
0815601006;1951;2021
0815601007;1623;2021
0815601008;1581;2021
0815701001;2481;2021
0815701002;2486;2021
0815701003;2052;2021
0815701004;1914;2021
0815701005;2703;2021
0815801001;2335;2021
0815801002;1897;2021
0815901001;1664;2021
0815901002;2229;2021
0815901003;1352;2021
0815901004;1227;2021
0815902001;1278;2021
0815902002;1174;2021
0815902003;2440;2021
0815902004;1685;2021
0815902005;1231;2021
0815902006;2503;2021
0815902007;2124;2021
0816001001;412;2021
0816101001;1215;2021
0816101002;3375;2021
0816101003;2453;2021
0816101004;2053;2021
0816101005;1972;2021
0816101006;1511;2021
0816101007;937;2021
0816101008;1766;2021
0816101009;1129;2021
0816201001;3064;2021
0816301001;2330;2021
0816301002;2457;2021
0816301003;1777;2021
0816301004;2916;2021
0816301005;1488;2021
0816301006;1798;2021
0816301007;2374;2021
0816301008;1693;2021
0816301009;2081;2021
0816301010;1631;2021
0816301011;1633;2021
0816301012;1876;2021
0816301013;1887;2021
0816301014;2033;2021
0816401001;1306;2021
0816501001;2207;2021
0816601001;1063;2021
0816701001;1827;2021
0816701002;1618;2021
0816701003;1966;2021
0816701004;2080;2021
0816701005;1003;2021
0816801001;523;2021
0816901001;1923;2021
0816901002;2084;2021
0816901003;1336;2021
0816901004;1871;2021
0816901005;1627;2021
0816902001;1666;2021
0816902002;2033;2021
0816902003;1468;2021
0816902004;1963;2021
0816902005;1922;2021
0816902006;2109;2021
0816902007;1890;2021
0816903001;1444;2021
0816903002;1129;2021
0816903003;1658;2021
0816903004;1697;2021
0816903005;2114;2021
0816903006;1371;2021
0816903007;1846;2021
0816903008;2112;2021
0816903009;2120;2021
0816903010;1928;2021
0816903011;1164;2021
0816903012;723;2021
0816903013;842;2021
0816904001;898;2021
0816904002;2036;2021
0816904003;1394;2021
0816904004;1265;2021
0816904005;1422;2021
0816904006;1117;2021
0816905001;1314;2021
0816905002;1327;2021
0816905003;1325;2021
0816905004;1647;2021
0816905005;1683;2021
0816905006;2079;2021
0816905007;1988;2021
0816905008;2005;2021
0816905009;1992;2021
0817001001;551;2021
0817101001;1222;2021
0817101002;1412;2021
0817201001;2440;2021
0817201002;2214;2021
0817201003;2548;2021
0817202001;2060;2021
0817202002;2293;2021
0817202003;1797;2021
0817202004;2015;2021
0817203001;1549;2021
0817203002;1692;2021
0817203003;1319;2021
0817203004;1719;2021
0817203005;1454;2021
0817203006;1389;2021
0817203007;1430;2021
0817203008;1171;2021
0817203009;1433;2021
0817401001;551;2021
0817501001;2191;2021
0817501002;1530;2021
0817502001;568;2021
0817601001;206;2021
0817701001;51;2021
0817801001;549;2021
0817901001;868;2021
0818001001;2220;2021
0818001002;1921;2021
0818001003;1770;2021
0818001004;1874;2021
0818001005;2114;2021
0818001006;1560;2021
0818001007;2546;2021
0818001008;2857;2021
0818001009;1513;2021
0818001010;1364;2021
0818001011;2233;2021
0818001012;2082;2021
0818001013;2430;2021
0818002001;1664;2021
0818002002;2149;2021
0818002003;2388;2021
0818002004;1746;2021
0818002005;1464;2021
0818002006;1704;2021
0818002007;1540;2021
0818101001;1714;2021
0818101002;1006;2021
0818101003;2662;2021
0818101004;2162;2021
0818101005;3132;2021
0818201001;4016;2021
0818301001;2034;2021
0818301002;1627;2021
0818301003;1589;2021
0818302001;1199;2021
0818401001;1591;2021
0818401002;1787;2021
0818401003;1584;2021
0818401004;1714;2021
0818402001;2676;2021
0818402003;2427;2021
0818402004;2625;2021
0818402005;1220;2021
0818402006;2307;2021
0818403001;1796;2021
0818403003;2198;2021
0818403004;2235;2021
0818403005;2070;2021
0818403006;2110;2021
0818403007;1826;2021
0818403008;1412;2021
0818403009;2272;2021
0818404001;1727;2021
0818404002;1367;2021
0818404003;1704;2021
0818404004;2371;2021
0818404005;1696;2021
0818404006;1797;2021
0818404007;1600;2021
0818404008;1403;2021
0818404009;1894;2021
0818404010;2774;2021
0818404011;2355;2021
0818404012;1700;2021
0818404013;2328;2021
0818404014;1893;2021
0818404015;1635;2021
0818404016;2685;2021
0818404018;1332;2021
0818404019;1405;2021
0818404020;1303;2021
0818404021;1769;2021
0818404022;2157;2021
0818404023;1206;2021
0818404024;1242;2021
0818404025;1068;2021
0818404026;2288;2021
0818501001;236;2021
0818701001;743;2021
0818701002;1224;2021
0818701003;1085;2021
0818701004;2306;2021
0818701005;1564;2021
0818701006;1475;2021
0818701007;2188;2021
0818701008;2414;2021
0818701009;1545;2021
0818701010;1254;2021
0818701011;1423;2021
0818701012;1202;2021
0818701013;1144;2021
0818701014;1904;2021
0818701015;1571;2021
0818701016;2085;2021
0818701017;2455;2021
0818701018;1932;2021
0818701019;2229;2021
0818701020;1625;2021
0818701021;1168;2021
0818701022;1242;2021
0818701023;1494;2021
0818701024;1562;2021
0818701025;1518;2021
0818701026;781;2021
0818701027;696;2021
0818701028;866;2021
0818701029;1278;2021
0818701030;1117;2021
0818701031;1118;2021
0818701032;1192;2021
0818701033;1371;2021
0818701034;1635;2021
0818701035;1192;2021
0818701036;1434;2021
0818701037;1231;2021
0818701038;977;2021
0818702001;1567;2021
0818702002;1343;2021
0818702003;1424;2021
0818702004;1934;2021
0818702005;1797;2021
0818702006;1944;2021
0818702007;1738;2021
0818702008;845;2021
0818702009;1361;2021
0818702010;820;2021
0818702011;958;2021
0818702012;1921;2021
0818702013;1573;2021
0818702014;2259;2021
